Question_codes,Question_codes(pt),Question_text,Question_text(pt),Question_conversion,Category,Subcategory,Group,Subgroup,Base_unit,Row
56 - Q76 - Unit of time,X56...Q76...Unit.of.time,"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 3 - Unit of time","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.3.-.Unit.of.time",Fruit_Other_Time_3,Diet,Fruit,Other,Time,,3
56 - Q76 - Other fruits,X56...Q76...Other.fruits,"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Other fruits","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Other.fruits",Fruit_Other_4,Diet,Fruit,Other,Source,,4
56 - Q76 - Quantity (in pieces),X56...Q76...Quantity.(in.pieces),"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Quantity (in pieces)","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Quantity.(in.pieces)",Fruit_Other_Quantity_pieces_4,Diet,Fruit,Other,Quantity,pieces,4
56 - Q76 - Quantity (in grams),X56...Q76...Quantity.(in.grams),"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Quantity (in grams)","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Quantity.(in.grams)",Fruit_Other_Quantity_g_4,Diet,Fruit,Other,Quantity,g,4
56 - Q76 - Unit of time,X56...Q76...Unit.of.time,"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 4 - Unit of time","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.4.-.Unit.of.time",Fruit_Other_Time_4,Diet,Fruit,Other,Time,,4
56 - Q76 - Other fruits,X56...Q76...Other.fruits,"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Other fruits","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Other.fruits",Fruit_Other_5,Diet,Fruit,Other,Source,,5
56 - Q76 - Quantity (in pieces),X56...Q76...Quantity.(in.pieces),"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Quantity (in pieces)","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Quantity.(in.pieces)",Fruit_Other_Quantity_pieces_5,Diet,Fruit,Other,Quantity,pieces,5
56 - Q76 - Quantity (in grams),X56...Q76...Quantity.(in.grams),"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Quantity (in grams)","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Quantity.(in.grams)",Fruit_Other_Quantity_g_5,Diet,Fruit,Other,Quantity,g,5
56 - Q76 - Unit of time,X56...Q76...Unit.of.time,"If you consume other fruits, please specify below and indicate the quantity as number of pieces per unit of time or grams per unit of time similar as in the previous question. Row 5 - Unit of time","If.you.consume.other.fruits,.please.specify.below.and.indicate.the.quantity.as.number.of.pieces.per.unit.of.time.or.grams.per.unit.of.time.similar.as.in.the.previous.question..Row.5.-.Unit.of.time",Fruit_Other_Time_5,Diet,Fruit,Other,Time,,5
57 - Q33,X57...Q33,How often do you eat vegetables,How.often.do.you.eat.vegetables,Vegetables_Frequency,Diet,Vegetables,Frequency,,,
58 - Q46 - Not applicable,X58...Q46...Not.applicable,Which meals of the day includes vegetables? (multiple answers are possible) - Not applicable,Which.meals.of.the.day.includes.vegetables?.(multiple.answers.are.possible).-.Not.applicable,Vegetables_Meal_included_Not_applicable,Diet,Vegetables,Meal_included,Not_applicable,,
58 - Q46 - Breakfast,X58...Q46...Breakfast,Which meals of the day includes vegetables? (multiple answers are possible) - Breakfast,Which.meals.of.the.day.includes.vegetables?.(multiple.answers.are.possible).-.Breakfast,Vegetables_Meal_included_Breakfast,Diet,Vegetables,Meal_included,Breakfast,,
58 - Q46 - Lunch,X58...Q46...Lunch,Which meals of the day includes vegetables? (multiple answers are possible) - Lunch,Which.meals.of.the.day.includes.vegetables?.(multiple.answers.are.possible).-.Lunch,Vegetables_Meal_included_Lunch,Diet,Vegetables,Meal_included,Lunch,,
58 - Q46 - Dinner,X58...Q46...Dinner,Which meals of the day includes vegetables? (multiple answers are possible) - Dinner,Which.meals.of.the.day.includes.vegetables?.(multiple.answers.are.possible).-.Dinner,Vegetables_Meal_included_Dinner,Diet,Vegetables,Meal_included,Dinner,,
58 - Q46 - Snack,X58...Q46...Snack,Which meals of the day includes vegetables? (multiple answers are possible) - Snack,Which.meals.of.the.day.includes.vegetables?.(multiple.answers.are.possible).-.Snack,Vegetables_Meal_included_Snack,Diet,Vegetables,Meal_included,Snack,,
59 - Q1-C31 - Quantity (in pieces),X59...Q1.C31...Quantity.(in.pieces),"How much of the following VEGETABLES do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time.Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the vegetables daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively. If you only eat the vegetables seasonally, then append /s to the unit of time (e.g. m/s &#61; monthly in the season).  Artichoke - Quantity (in pieces)","How much of.the following.VEGETABLES.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time.Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.vegetables.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively..If.you.only.eat.the.vegetables.seasonally,.then.append./s.to.the.unit.of.time.(e.g..m/s.&#61;.monthly.in.the.season). .Artichoke.-.Quantity.(in.pieces)",Vegetables_Artichoke_Quantity_pieces,Diet,Vegetables,Artichoke,Quantity,pieces,
59 - Q1-C31 - Quantity (in grams),X59...Q1.C31...Quantity.(in.grams),"How much of the following VEGETABLES do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time.Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the vegetables daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively. If you only eat the vegetables seasonally, then append /s to the unit of time (e.g. m/s &#61; monthly in the season).  Artichoke - Quantity (in grams)","How much of.the following.VEGETABLES.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time.Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.vegetables.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively..If.you.only.eat.the.vegetables.seasonally,.then.append./s.to.the.unit.of.time.(e.g..m/s.&#61;.monthly.in.the.season). .Artichoke.-.Quantity.(in.grams)",Vegetables_Artichoke_Quantity_g,Diet,Vegetables,Artichoke,Quantity,g,
59 - Q1-C31 - Unit of time,X59...Q1.C31...Unit.of.time,"How much of the following VEGETABLES do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time.Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the vegetables daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively. If you only eat the vegetables seasonally, then append /s to the unit of time (e.g. m/s &#61; monthly in the season).  Artichoke - Unit of time","How much of.the following.VEGETABLES.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time.Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.vegetables.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively..If.you.only.eat.the.vegetables.seasonally,.then.append./s.to.the.unit.of.time.(e.g..m/s.&#61;.monthly.in.the.season). .Artichoke.-.Unit.of.time",Vegetables_Artichoke_Time,Diet,Vegetables,Artichoke,Time,,
59 - Q1-C31 - Quantity (in pieces),X59...Q1.C31...Quantity.(in.pieces),"How much of the following VEGETABLES do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time.Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the vegetables daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively. If you only eat the vegetables seasonally, then append /s to the unit of time (e.g. m/s &#61; monthly in the season).  Arugula - Quantity (in pieces)","How much of.the following.VEGETABLES.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time.Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.vegetables.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively..If.you.only.eat.the.vegetables.seasonally,.then.append./s.to.the.unit.of.time.(e.g..m/s.&#61;.monthly.in.the.season). .Arugula.-.Quantity.(in.pieces)",Vegetables_Arugula_Quantity_pieces,Diet,Vegetables,Arugula,Quantity,pieces,
59 - Q1-C31 - Quantity (in grams),X59...Q1.C31...Quantity.(in.grams),"How much of the following VEGETABLES do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time.Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the vegetables daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively. If you only eat the vegetables seasonally, then append /s to the unit of time (e.g. m/s &#61; monthly in the season).  Arugula - Quantity (in grams)","How much of.the following.VEGETABLES.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time.Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.vegetables.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively..If.you.only.eat.the.vegetables.seasonally,.then.append./s.to.the.unit.of.time.(e.g..m/s.&#61;.monthly.in.the.season). .Arugula.-.Quantity.(in.grams)",Vegetables_Arugula_Quantity_g,Diet,Vegetables,Arugula,Quantity,g,
59 - Q1-C31 - Unit of time,X59...Q1.C31...Unit.of.time,"How much of the following VEGETABLES do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time.Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the vegetables daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively. If you only eat the vegetables seasonally, then append /s to the unit of time (e.g. m/s &#61; monthly in the season).  Arugula - Unit of time","How much of.the following.VEGETABLES.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time.Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.vegetables.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively..If.you.only.eat.the.vegetables.seasonally,.then.append./s.to.the.unit.of.time.(e.g..m/s.&#61;.monthly.in.the.season). .Arugula.-.Unit.of.time",Vegetables_Arugula_Time,Diet,Vegetables,Arugula,Time,,
59 - Q1-C31 - Quantity (in pieces),X59...Q1.C31...Quantity.(in.pieces),"How much of the following VEGETABLES do you consume? Please indicate the quantity as number of pieces per unit of time or grams per unit of time.Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume the vegetables daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively. If you only eat the vegetables seasonally, then append /s to the unit of time (e.g. m/s &#61; monthly in the season).  Asparagus - Quantity (in pieces)","How much of.the following.VEGETABLES.do.you.consume?.Please.indicate.the.quantity.as.number.of pieces per.unit.of.time or.grams per.unit.of.time.Fill.in.the.quantity column.of.your.choice.using.numerical.values.only. In.the.last.column,.indicate.if.you.consume.the.vegetables.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively..If.you.only.eat.the.vegetables.seasonally,.then.append./s.to.the.unit.of.time.(e.g..m/s.&#61;.monthly.in.the.season). .Asparagus.-.Quantity.(in.pieces)",Vegetables_Asparagus_Quantity_pieces,Diet,Vegetables,Asparagus,Quantity,pieces,
